CommonName,Species,Genus,Family,Order,Subclass
Caracciolo's Stripe-faced Bat,Vampyrodes_caraccioli,Vampyrodes,Phyllostomidae,Chiroptera,Theria
Great Stripe-faced Bat,Vampyrodes_major,Vampyrodes,Phyllostomidae,Chiroptera,Theria
Adriana's Yellow-shouldered Bat,Sturnira_adrianae,Sturnira,Phyllostomidae,Chiroptera,Theria
Dominica Yellow-shouldered Bat,Sturnira_angeli,Sturnira,Phyllostomidae,Chiroptera,Theria
Arata-Thomas Yellow-shouldered Bat,Sturnira_aratathomasi,Sturnira,Phyllostomidae,Chiroptera,Theria
Baker's Yellow-shouldered Bat,Sturnira_bakeri,Sturnira,Phyllostomidae,Chiroptera,Theria
Bidentate Yellow-shouldered Bat,Sturnira_bidens,Sturnira,Phyllostomidae,Chiroptera,Theria
Boada's Yellow-shouldered Bat,Sturnira_boadai,Sturnira,Phyllostomidae,Chiroptera,Theria
Bogotá Yellow-shouldered Bat,Sturnira_bogotensis,Sturnira,Phyllostomidae,Chiroptera,Theria
Burton's Yellow-shouldered Bat,Sturnira_burtonlimi,Sturnira,Phyllostomidae,Chiroptera,Theria
Hairy Yellow-shouldered Bat,Sturnira_erythromos,Sturnira,Phyllostomidae,Chiroptera,Theria
Gianna's Yellow-shouldered Bat,Sturnira_giannae,Sturnira,Phyllostomidae,Chiroptera,Theria
Honduran Yellow-shouldered Bat,Sturnira_hondurensis,Sturnira,Phyllostomidae,Chiroptera,Theria
Choco Yellow-shouldered Bat,Sturnira_koopmanhilli,Sturnira,Phyllostomidae,Chiroptera,Theria
Little Yellow-shouldered Bat,Sturnira_lilium,Sturnira,Phyllostomidae,Chiroptera,Theria
Highland Yellow-shouldered Bat,Sturnira_ludovici,Sturnira,Phyllostomidae,Chiroptera,Theria
Luis's Yellow-shouldered Bat,Sturnira_luisi,Sturnira,Phyllostomidae,Chiroptera,Theria
Greater Yellow-shouldered Bat,Sturnira_magna,Sturnira,Phyllostomidae,Chiroptera,Theria
Mistratoan Yellow-shouldered Bat,Sturnira_mistratensis,Sturnira,Phyllostomidae,Chiroptera,Theria
Talamancan Yellow-shouldered Bat,Sturnira_mordax,Sturnira,Phyllostomidae,Chiroptera,Theria
Lesser Yellow-shouldered Bat,Sturnira_nana,Sturnira,Phyllostomidae,Chiroptera,Theria
Tschudi's Yellow-shouldered Bat,Sturnira_oporaphilum,Sturnira,Phyllostomidae,Chiroptera,Theria
Northern Yellow-shouldered Bat,Sturnira_parvidens,Sturnira,Phyllostomidae,Chiroptera,Theria
Paulson's Yellow-shouldered Bat,Sturnira_paulsoni,Sturnira,Phyllostomidae,Chiroptera,Theria
Perla Yellow-shouldered Bat,Sturnira_perla,Sturnira,Phyllostomidae,Chiroptera,Theria
Soriano's Yellow-shouldered Bat,Sturnira_sorianoi,Sturnira,Phyllostomidae,Chiroptera,Theria
Tilda's Yellow-shouldered Bat,Sturnira_tildae,Sturnira,Phyllostomidae,Chiroptera,Theria
De Vivo's Disk-winged Bat,Thyroptera_devivoi,Thyroptera,Thyropteridae,Chiroptera,Theria
Peters's Disk-winged Bat,Thyroptera_discifera,Thyroptera,Thyropteridae,Chiroptera,Theria
LaVal's Disk-winged Bat,Thyroptera_lavali,Thyroptera,Thyropteridae,Chiroptera,Theria
Spix's Disk-winged Bat,Thyroptera_tricolor,Thyroptera,Thyropteridae,Chiroptera,Theria
Patricia's Disk-winged Bat,Thyroptera_wynneae,Thyroptera,Thyropteridae,Chiroptera,Theria
Le Sueur's Wing-gland Bat,Cistugo_lesueuri,Cistugo,Cistugidae,Chiroptera,Theria
Angolan Wing-gland Bat,Cistugo_seabrae,Cistugo,Cistugidae,Chiroptera,Theria
Aellen's Long-fingered Bat,Miniopterus_aelleni,Miniopterus,Miniopteridae,Chiroptera,Theria
African Long-fingered Bat,Miniopterus_africanus,Miniopterus,Miniopteridae,Chiroptera,Theria
Montagne d'Ambre Long-fingered Bat,Miniopterus_ambohitrensis,Miniopterus,Miniopteridae,Chiroptera,Theria
Sandy Long-fingered Bat,Miniopterus_arenarius,Miniopterus,Miniopteridae,Chiroptera,Theria
Little Long-fingered Bat,Miniopterus_australis,Miniopterus,Miniopteridae,Chiroptera,Theria
Madagascar Long-fingered Bat,Miniopterus_brachytragos,Miniopterus,Miniopteridae,Chiroptera,Theria
Eger's Long-fingered Bat,Miniopterus_egeri,Miniopterus,Miniopteridae,Chiroptera,Theria
Eschscholtz's Long-fingered Bat,Miniopterus_eschscholtzii,Miniopterus,Miniopteridae,Chiroptera,Theria
Lesser Long-fingered Bat,Miniopterus_fraterculus,Miniopterus,Miniopteridae,Chiroptera,Theria
Asian Long-fingered Bat,Miniopterus_fuliginosus,Miniopterus,Miniopteridae,Chiroptera,Theria
Ryukyu Long-fingered Bat,Miniopterus_fuscus,Miniopterus,Miniopteridae,Chiroptera,Theria
Glen's Long-fingered Bat,Miniopterus_gleni,Miniopterus,Miniopteridae,Chiroptera,Theria
Griffiths's Long-fingered Bat,Miniopterus_griffithsi,Miniopterus,Miniopteridae,Chiroptera,Theria
Griveaud's Long-fingered Bat,Miniopterus_griveaudi,Miniopterus,Miniopteridae,Chiroptera,Theria
Greater Long-fingered Bat,Miniopterus_inflatus,Miniopterus,Miniopteridae,Chiroptera,Theria
Small Melanesian Long-fingered Bat,Miniopterus_macrocneme,Miniopterus,Miniopteridae,Chiroptera,Theria
Maghrebian Long-fingered Bat,Miniopterus_maghrebensis,Miniopterus,Miniopteridae,Chiroptera,Theria
Large Long-fingered Bat,Miniopterus_magnater,Miniopterus,Miniopteridae,Chiroptera,Theria
Mahafaly Long-fingered Bat,Miniopterus_mahafaliensis,Miniopterus,Miniopteridae,Chiroptera,Theria
Major's Long-fingered Bat,Miniopterus_majori,Miniopterus,Miniopteridae,Chiroptera,Theria
Manavil Long-fingered Bat,Miniopterus_manavi,Miniopterus,Miniopteridae,Chiroptera,Theria
Intermediate Long-fingered Bat,Miniopterus_medius,Miniopterus,Miniopteridae,Chiroptera,Theria
Least Long-fingered Bat,Miniopterus_minor,Miniopterus,Miniopteridae,Chiroptera,Theria
Mozambican Long-fingered Bat,Miniopterus_mossambicus,Miniopterus,Miniopteridae,Chiroptera,Theria
Natal Long-fingered Bat,Miniopterus_natalensis,Miniopterus,Miniopteridae,Chiroptera,Theria
Newton's Long-fingered Bat,Miniopterus_newtoni,Miniopterus,Miniopteridae,Chiroptera,Theria
Nimba Long-fingered Bat,Miniopterus_nimbae,Miniopterus,Miniopteridae,Chiroptera,Theria
Australian Long-fingered Bat,Miniopterus_orianae,Miniopterus,Miniopteridae,Chiroptera,Theria
Pallid Long-fingered Bat,Miniopterus_pallidus,Miniopterus,Miniopteridae,Chiroptera,Theria
Philippine Long-fingered Bat,Miniopterus_paululus,Miniopterus,Miniopteridae,Chiroptera,Theria
Peterson's Long-fingered Bat,Miniopterus_petersoni,Miniopterus,Miniopteridae,Chiroptera,Theria
Phillips's Long-fingered Bat,Miniopterus_phillipsi,Miniopterus,Miniopteridae,Chiroptera,Theria
Small Long-fingered Bat,Miniopterus_pusillus,Miniopterus,Miniopteridae,Chiroptera,Theria
Loyalty Long-fingered Bat,Miniopterus_robustior,Miniopterus,Miniopteridae,Chiroptera,Theria
Schreibers's Long-fingered Bat,Miniopterus_schreibersii,Miniopterus,Miniopteridae,Chiroptera,Theria
Shortridge's Long-fingered Bat,Miniopterus_shortridgei,Miniopterus,Miniopteridae,Chiroptera,Theria
Sororcula Long-fingered Bat,Miniopterus_sororculus,Miniopterus,Miniopteridae,Chiroptera,Theria
Srini's Long-fingered Bat,Miniopterus_srinii,Miniopterus,Miniopteridae,Chiroptera,Theria
Great Long-fingered Bat,Miniopterus_tristis,Miniopterus,Miniopteridae,Chiroptera,Theria
Villiers's Long-fingered Bat,Miniopterus_villiersi,Miniopterus,Miniopteridae,Chiroptera,Theria
Wilson's Long-fingered Bat,Miniopterus_wilsoni,Miniopterus,Miniopteridae,Chiroptera,Theria
White-striped Free-tailed Bat,Austronomus_australis,Austronomus,Molossidae,Chiroptera,Theria
New Guinea Free-tailed Bat,Austronomus_kuboriensis,Austronomus,Molossidae,Chiroptera,Theria
Equatorial Dog-faced Bat,Cabreramops_aequatorianus,Cabreramops,Molossidae,Chiroptera,Theria
Lesser Naked Bat,Cheiromeles_parvidens,Cheiromeles,Molossidae,Chiroptera,Theria
Greater Naked Bat,Cheiromeles_torquatus,Cheiromeles,Molossidae,Chiroptera,Theria
Cinnamon Dog-faced Bat,Cynomops_abrasus,Cynomops,Molossidae,Chiroptera,Theria
Freeman's Dog-faced Bat,Cynomops_freemani,Cynomops,Molossidae,Chiroptera,Theria
Greenhall's Dog-faced Bat,Cynomops_greenhalli,Cynomops,Molossidae,Chiroptera,Theria
Awa Dog-faced Bat,Cynomops_kuizha,Cynomops,Molossidae,Chiroptera,Theria
Thomas's Dog-faced Bat,Cynomops_mastivus,Cynomops,Molossidae,Chiroptera,Theria
Mexican Dog-faced Bat,Cynomops_mexicanus,Cynomops,Molossidae,Chiroptera,Theria
Miller's Dog-faced Bat,Cynomops_milleri,Cynomops,Molossidae,Chiroptera,Theria
Southern Dog-faced Bat,Cynomops_planirostris,Cynomops,Molossidae,Chiroptera,Theria
Waorani Dog-faced Bat,Cynomops_tonkigui,Cynomops,Molossidae,Chiroptera,Theria
Black Bonneted Bat,Eumops_auripendulus,Eumops,Molossidae,Chiroptera,Theria
Common Dwarf Bonneted Bat,Eumops_bonariensis,Eumops,Molossidae,Chiroptera,Theria
Chimera's Bonneted Bat,Eumops_chimaera,Eumops,Molossidae,Chiroptera,Theria
Chiribaya's Bonneted Bat,Eumops_chiribaya,Eumops,Molossidae,Chiroptera,Theria
Big Bonneted Bat,Eumops_dabbenei,Eumops,Molossidae,Chiroptera,Theria
Delta Bonneted Bat,Eumops_delticus,Eumops,Molossidae,Chiroptera,Theria
Fierce Bonneted Bat,Eumops_ferox,Eumops,Molossidae,Chiroptera,Theria
Florida Bonneted Bat,Eumops_floridanus,Eumops,Molossidae,Chiroptera,Theria
Wagner's Bonneted Bat,Eumops_glaucinus,Eumops,Molossidae,Chiroptera,Theria
Sanborn's Bonneted Bat,Eumops_hansae,Eumops,Molossidae,Chiroptera,Theria
Guianan Bonneted Bat,Eumops_maurus,Eumops,Molossidae,Chiroptera,Theria
Northern Dwarf Bonneted Bat,Eumops_nanus,Eumops,Molossidae,Chiroptera,Theria
Patagonian Dwarf Bonneted Bat,Eumops_patagonicus,Eumops,Molossidae,Chiroptera,Theria
Western Bonneted Bat,Eumops_perotis,Eumops,Molossidae,Chiroptera,Theria
Trumbull's Bonneted Bat,Eumops_trumbulli,Eumops,Molossidae,Chiroptera,Theria
Underwood's Bonneted Bat,Eumops_underwoodi,Eumops,Molossidae,Chiroptera,Theria
Wilson's Bonneted Bat,Eumops_wilsoni,Eumops,Molossidae,Chiroptera,Theria
East Coast Free-tailed Bat,Micronomus_norfolkensis,Micronomus,Molossidae,Chiroptera,Theria
Colombian Dog-faced Bat,Molossops_griseiventer,Molossops,Molossidae,Chiroptera,Theria
Rufous Dog-faced Bat,Molossops_neglectus,Molossops,Molossidae,Chiroptera,Theria
Dwarf Dog-faced Bat,Molossops_temminckii,Molossops,Molossidae,Chiroptera,Theria
Alvarez's Mastiff Bat,Molossus_alvarezi,Molossus,Molossidae,Chiroptera,Theria
Aztec Mastiff Bat,Molossus_aztecus,Molossus,Molossidae,Chiroptera,Theria
Bonda Mastiff Bat,Molossus_bondae,Molossus,Molossidae,Chiroptera,Theria
Coiban Mastiff Bat,Molossus_coibensis,Molossus,Molossidae,Chiroptera,Theria
Thomas's Mastiff Bat,Molossus_currentium,Molossus,Molossidae,Chiroptera,Theria
Fenton's Mastiff Bat,Molossus_fentoni,Molossus,Molossidae,Chiroptera,Theria
Southern Black Mastiff Bat,Molossus_fluminensis,Molossus,Molossidae,Chiroptera,Theria
Melin's Mastiff Bat,Molossus_melini,Molossus,Molossidae,Chiroptera,Theria
Pallas's Mastiff Bat,Molossus_molossus,Molossus,Molossidae,Chiroptera,Theria
Northern Black Mastiff Bat,Molossus_nigricans,Molossus,Molossidae,Chiroptera,Theria
Paraná River Mastiff Bat,Molossus_paranaensis,Molossus,Molossidae,Chiroptera,Theria
Miller's Mastiff Bat,Molossus_pretiosus,Molossus,Molossidae,Chiroptera,Theria
Common Black Mastiff Bat,Molossus_rufus,Molossus,Molossidae,Chiroptera,Theria
Sinaloan Mastiff Bat,Molossus_sinaloae,Molossus,Molossidae,Chiroptera,Theria
Pug-nosed Mastiff Bat,Molossus_tropidorhynchus,Molossus,Molossidae,Chiroptera,Theria
Hispaniolan Mastiff Bat,Molossus_verrilli,Molossus,Molossidae,Chiroptera,Theria
Duke of Abruzzi's Free-tailed Bat,Mops_aloysiisabaudiae,Mops,Molossidae,Chiroptera,Theria
Ansorge's Free-tailed Bat,Mops_ansorgei,Mops,Molossidae,Chiroptera,Theria
Madagascar Free-tailed Bat,Mops_atsinanana,Mops,Molossidae,Chiroptera,Theria
Bakari's Free-tailed Bat,Mops_bakarii,Mops,Molossidae,Chiroptera,Theria
Gland-tailed Free-tailed Bat,Mops_bemmeleni,Mops,Molossidae,Chiroptera,Theria
Spotted Free-tailed Bat,Mops_bivittatus,Mops,Molossidae,Chiroptera,Theria
Short-winged Free-tailed Bat,Mops_brachypterus,Mops,Molossidae,Chiroptera,Theria
Fijian Free-tailed Bat,Mops_bregullae,Mops,Molossidae,Chiroptera,Theria
Long-crested Free-tailed Bat,Mops_chapini,Mops,Molossidae,Chiroptera,Theria
Angolan Free-tailed Bat,Mops_condylurus,Mops,Molossidae,Chiroptera,Theria
Congo Free-tailed Bat,Mops_congicus,Mops,Molossidae,Chiroptera,Theria
Mongalla Free-tailed Bat,Mops_demonstrator,Mops,Molossidae,Chiroptera,Theria
Gallagher's Free-tailed Bat,Mops_gallagheri,Mops,Molossidae,Chiroptera,Theria
Greater Northern Free-tailed Bat,Mops_jobensis,Mops,Molossidae,Chiroptera,Theria
Black-and-red Free-tailed Bat,Mops_jobimena,Mops,Molossidae,Chiroptera,Theria
Lesser Northern Free-tailed Bat,Mops_johorensis,Mops,Molossidae,Chiroptera,Theria
Grandidier's Free-tailed Bat,Mops_leucogaster,Mops,Molossidae,Chiroptera,Theria
Malagasy White-bellied Free-tailed Bat,Mops_leucostigma,Mops,Molossidae,Chiroptera,Theria
Lappet-eared Free-tailed Bat,Mops_major,Mops,Molossidae,Chiroptera,Theria
Midas Free-tailed Bat,Mops_midas,Mops,Molossidae,Chiroptera,Theria
Malayan Free-tailed Bat,Mops_mops,Mops,Molossidae,Chiroptera,Theria
Dwarf Free-tailed Bat,Mops_nanulus,Mops,Molossidae,Chiroptera,Theria
Niangara Free-tailed Bat,Mops_niangarae,Mops,Molossidae,Chiroptera,Theria
Nigerian Free-tailed Bat,Mops_nigeriae,Mops,Molossidae,Chiroptera,Theria
White-bellied Free-tailed Bat,Mops_niveiventer,Mops,Molossidae,Chiroptera,Theria
Peterson's Free-tailed Bat,Mops_petersoni,Mops,Molossidae,Chiroptera,Theria
Wrinkle-lipped Free-tailed Bat,Mops_plicatus,Mops,Molossidae,Chiroptera,Theria
Little Free-tailed Bat,Mops_pumilus,Mops,Molossidae,Chiroptera,Theria
Seychelles Free-tailed Bat,Mops_pusillus,Mops,Molossidae,Chiroptera,Theria
Russet Free-tailed Bat,Mops_russatus,Mops,Molossidae,Chiroptera,Theria
Sulawesian Free-tailed Bat,Mops_sarasinorum,Mops,Molossidae,Chiroptera,Theria
Solomons Free-tailed Bat,Mops_solomonis,Mops,Molossidae,Chiroptera,Theria
Spurrell's Free-tailed Bat,Mops_spurrelli,Mops,Molossidae,Chiroptera,Theria
Railer Free-tailed Bat,Mops_thersites,Mops,Molossidae,Chiroptera,Theria
Sao Tome Free-tailed Bat,Mops_tomensis,Mops,Molossidae,Chiroptera,Theria
Trevor's Free-tailed Bat,Mops_trevori,Mops,Molossidae,Chiroptera,Theria
Mauritian Little Mastiff Bat,Mormopterus_acetabulosus,Mormopterus,Molossidae,Chiroptera,Theria
Sumatran Little Mastiff Bat,Mormopterus_doriae,Mormopterus,Molossidae,Chiroptera,Theria
Reunion Little Mastiff Bat,Mormopterus_francoismoutoui,Mormopterus,Molossidae,Chiroptera,Theria
Peters's Little Mastiff Bat,Mormopterus_jugularis,Mormopterus,Molossidae,Chiroptera,Theria
Kalinowski's Little Mastiff Bat,Mormopterus_kalinowskii,Mormopterus,Molossidae,Chiroptera,Theria
Least Little Mastiff Bat,Mormopterus_minutus,Mormopterus,Molossidae,Chiroptera,Theria
Incan Little Mastiff Bat,Mormopterus_phrudus,Mormopterus,Molossidae,Chiroptera,Theria
Daubenton's Winged-mouse Bat,Myopterus_daubentonii,Myopterus,Molossidae,Chiroptera,Theria
Bini Winged-mouse Bat,Myopterus_whitleyi,Myopterus,Molossidae,Chiroptera,Theria
Mato Grosso Dog-faced Bat,Neoplatymops_mattogrossensis,Neoplatymops,Molossidae,Chiroptera,Theria
Peale's Free-tailed Bat,Nyctinomops_aurispinosus,Nyctinomops,Molossidae,Chiroptera,Theria
Pocketed Free-tailed Bat,Nyctinomops_femorosaccus,Nyctinomops,Molossidae,Chiroptera,Theria
Broad-eared Free-tailed Bat,Nyctinomops_laticaudatus,Nyctinomops,Molossidae,Chiroptera,Theria
Big Free-tailed Bat,Nyctinomops_macrotis,Nyctinomops,Molossidae,Chiroptera,Theria
Guaraní Free-tailed Bat,Nyctinomops_mbopicuare,Nyctinomops,Molossidae,Chiroptera,Theria
Egyptian Free-tailed Bat,Nyctinomus_aegyptiacus,Nyctinomus,Molossidae,Chiroptera,Theria
Java Giant Mastiff Bat,Otomops_formosus,Otomops,Molossidae,Chiroptera,Theria
Harrison's Giant Mastiff Bat,Otomops_harrisoni,Otomops,Molossidae,Chiroptera,Theria
Johnstone's Giant Mastiff Bat,Otomops_johnstonei,Otomops,Molossidae,Chiroptera,Theria
Madagascar Giant Mastiff Bat,Otomops_madagascariensis,Otomops,Molossidae,Chiroptera,Theria
Large-eared Giant Mastiff Bat,Otomops_martiensseni,Otomops,Molossidae,Chiroptera,Theria
Papuan Giant Mastiff Bat,Otomops_papuensis,Otomops,Molossidae,Chiroptera,Theria
Mantled Giant Mastiff Bat,Otomops_secundus,Otomops,Molossidae,Chiroptera,Theria
Wroughton's Giant Mastiff Bat,Otomops_wroughtoni,Otomops,Molossidae,Chiroptera,Theria
Beccari's Free-tailed Bat,Ozimops_beccarii,Ozimops,Molossidae,Chiroptera,Theria
Northern Coastal Free-tailed Bat,Ozimops_cobourgianus,Ozimops,Molossidae,Chiroptera,Theria
Cape York Free-tailed Bat,Ozimops_halli,Ozimops,Molossidae,Chiroptera,Theria
Southwestern Free-tailed Bat,Ozimops_kitcheneri,Ozimops,Molossidae,Chiroptera,Theria
Loria's Free-tailed Bat,Ozimops_loriae,Ozimops,Molossidae,Chiroptera,Theria
Lumsden's Free-tailed Bat,Ozimops_lumsdenae,Ozimops,Molossidae,Chiroptera,Theria
Inland Free-tailed Bat,Ozimops_petersi,Ozimops,Molossidae,Chiroptera,Theria
Southern Free-tailed Bat,Ozimops_planiceps,Ozimops,Molossidae,Chiroptera,Theria
Ride's Free-tailed Bat,Ozimops_ridei,Ozimops,Molossidae,Chiroptera,Theria
Peters's Flat-headed Bat,Platymops_setiger,Platymops,Molossidae,Chiroptera,Theria
Big Crested Mastiff Bat,Promops_centralis,Promops,Molossidae,Chiroptera,Theria
Davison's Mastiff Bat,Promops_davisoni,Promops,Molossidae,Chiroptera,Theria
Brown Mastiff Bat,Promops_nasutus,Promops,Molossidae,Chiroptera,Theria
Roberts's Flat-headed Bat,Sauromys_petrophilus,Sauromys,Molossidae,Chiroptera,Theria
Hairy-nosed Free-tailed Bat,Setirostris_eleryi,Setirostris,Molossidae,Chiroptera,Theria
Brazilian Free-tailed Bat,Tadarida_brasiliensis,Tadarida,Molossidae,Chiroptera,Theria
Malagasy Free-tailed Bat,Tadarida_fulminans,Tadarida,Molossidae,Chiroptera,Theria
East Asian Free-tailed Bat,Tadarida_insignis,Tadarida,Molossidae,Chiroptera,Theria
La Touche's Free-tailed Bat,Tadarida_latouchei,Tadarida,Molossidae,Chiroptera,Theria
Kenyan Big-eared Free-tailed Bat,Tadarida_lobata,Tadarida,Molossidae,Chiroptera,Theria
European Free-tailed Bat,Tadarida_teniotis,Tadarida,Molossidae,Chiroptera,Theria
African Giant Free-tailed Bat,Tadarida_ventralis,Tadarida,Molossidae,Chiroptera,Theria
Blunt-eared Bat,Tomopeas_ravum,Tomopeas,Molossidae,Chiroptera,Theria
Cuban Lesser Funnel-eared Bat,Chilonatalus_macer,Chilonatalus,Natalidae,Chiroptera,Theria
Caribbean Lesser Funnel-eared Bat,Chilonatalus_micropus,Chilonatalus,Natalidae,Chiroptera,Theria
Bahamian Lesser Funnel-eared Bat,Chilonatalus_tumidifrons,Chilonatalus,Natalidae,Chiroptera,Theria
Jamaican Greater Funnel-eared Bat,Natalus_jamaicensis,Natalus,Natalidae,Chiroptera,Theria
Brazilian Funnel-eared Bat,Natalus_macrourus,Natalus,Natalidae,Chiroptera,Theria
Hispaniolan Greater Funnel-eared Bat,Natalus_major,Natalus,Natalidae,Chiroptera,Theria
Mexican Funnel-eared Bat,Natalus_mexicanus,Natalus,Natalidae,Chiroptera,Theria
Cuban Greater Funnel-eared Bat,Natalus_primus,Natalus,Natalidae,Chiroptera,Theria
Lesser Antillean Funnel-eared Bat,Natalus_stramineus,Natalus,Natalidae,Chiroptera,Theria
Trinidadian Funnel-eared Bat,Natalus_tumidirostris,Natalus,Natalidae,Chiroptera,Theria
Gervais's Funnel-eared Bat,Nyctiellus_lepidus,Nyctiellus,Natalidae,Chiroptera,Theria
Tanzanian Woolly Bat,Kerivoula_africana,Kerivoula,Vespertilionidae,Chiroptera,Theria
Saint Aignan's Woolly Bat,Kerivoula_agnella,Kerivoula,Vespertilionidae,Chiroptera,Theria
Damara Woolly Bat,Kerivoula_argentata,Kerivoula,Vespertilionidae,Chiroptera,Theria
Cryptic Woolly Bat,Kerivoula_crypta,Kerivoula,Vespertilionidae,Chiroptera,Theria
Coppery Woolly Bat,Kerivoula_cuprosa,Kerivoula,Vespertilionidae,Chiroptera,Theria
Flat-skulled Woolly Bat,Kerivoula_depressa,Kerivoula,Vespertilionidae,Chiroptera,Theria
Indochinese Woolly Bat,Kerivoula_dongduongana,Kerivoula,Vespertilionidae,Chiroptera,Theria
Ethiopian Woolly Bat,Kerivoula_eriophora,Kerivoula,Vespertilionidae,Chiroptera,Theria
Flores Woolly Bat,Kerivoula_flora,Kerivoula,Vespertilionidae,Chiroptera,Theria
Dark Woolly Bat,Kerivoula_furva,Kerivoula,Vespertilionidae,Chiroptera,Theria
Hardwicke's Woolly Bat,Kerivoula_hardwickii,Kerivoula,Vespertilionidae,Chiroptera,Theria
Small Woolly Bat,Kerivoula_intermedia,Kerivoula,Vespertilionidae,Chiroptera,Theria
Kachin Woolly Bat,Kerivoula_kachinensis,Kerivoula,Vespertilionidae,Chiroptera,Theria
Krau Woolly Bat,Kerivoula_krauensis,Kerivoula,Vespertilionidae,Chiroptera,Theria
Lesser Woolly Bat,Kerivoula_lanosa,Kerivoula,Vespertilionidae,Chiroptera,Theria
Lenis Woolly Bat,Kerivoula_lenis,Kerivoula,Vespertilionidae,Chiroptera,Theria
Sri Lankan Woolly Bat,Kerivoula_malpasi,Kerivoula,Vespertilionidae,Chiroptera,Theria
Least Woolly Bat,Kerivoula_minuta,Kerivoula,Vespertilionidae,Chiroptera,Theria
Fly River Woolly Bat,Kerivoula_muscina,Kerivoula,Vespertilionidae,Chiroptera,Theria
Bismarck Woolly Bat,Kerivoula_myrella,Kerivoula,Vespertilionidae,Chiroptera,Theria
Papillose Woolly Bat,Kerivoula_papillosa,Kerivoula,Vespertilionidae,Chiroptera,Theria
Clear-winged Woolly Bat,Kerivoula_pellucida,Kerivoula,Vespertilionidae,Chiroptera,Theria
Spurrell's Woolly Bat,Kerivoula_phalaena,Kerivoula,Vespertilionidae,Chiroptera,Theria
Painted Woolly Bat,Kerivoula_picta,Kerivoula,Vespertilionidae,Chiroptera,Theria
Bornean Woolly Bat,Kerivoula_pusilla,Kerivoula,Vespertilionidae,Chiroptera,Theria
Smith's Woolly Bat,Kerivoula_smithii,Kerivoula,Vespertilionidae,Chiroptera,Theria
Titania's Woolly Bat,Kerivoula_titania,Kerivoula,Vespertilionidae,Chiroptera,Theria
Whitehead's Woolly Bat,Kerivoula_whiteheadi,Kerivoula,Vespertilionidae,Chiroptera,Theria
Dubious Trumpet-eared Bat,Phoniscus_aerosus,Phoniscus,Vespertilionidae,Chiroptera,Theria
Groove-toothed Trumpet-eared Bat,Phoniscus_atrox,Phoniscus,Vespertilionidae,Chiroptera,Theria
Peters's Trumpet-eared Bat,Phoniscus_jagorii,Phoniscus,Vespertilionidae,Chiroptera,Theria
Golden-tipped Bat,Phoniscus_papuensis,Phoniscus,Vespertilionidae,Chiroptera,Theria
Hairy-winged Bat,Harpiocephalus_harpia,Harpiocephalus,Vespertilionidae,Chiroptera,Theria
Gray Tube-nosed Bat,Harpiola_grisea,Harpiola,Vespertilionidae,Chiroptera,Theria
Formosan Tube-nosed Bat,Harpiola_isodon,Harpiola,Vespertilionidae,Chiroptera,Theria
Bronze Tube-nosed Bat,Murina_aenea,Murina,Vespertilionidae,Chiroptera,Theria
Annam Tube-nosed Bat,Murina_annamitica,Murina,Vespertilionidae,Chiroptera,Theria
Little Tube-nosed Bat,Murina_aurata,Murina,Vespertilionidae,Chiroptera,Theria
Bala Tube-nosed Bat,Murina_balaensis,Murina,Vespertilionidae,Chiroptera,Theria
Beelzebub Tube-nosed Bat,Murina_beelzebub,Murina,Vespertilionidae,Chiroptera,Theria
Bicolored Tube-nosed Bat,Murina_bicolor,Murina,Vespertilionidae,Chiroptera,Theria
Golden-haired Tube-nosed Bat,Murina_chrysochaetes,Murina,Vespertilionidae,Chiroptera,Theria
Round-eared Tube-nosed Bat,Murina_cyclotis,Murina,Vespertilionidae,Chiroptera,Theria
Elery's Tube-nosed Bat,Murina_eleryi,Murina,Vespertilionidae,Chiroptera,Theria
Fea's Tube-nosed Bat,Murina_feae,Murina,Vespertilionidae,Chiroptera,Theria
Fiona's Tube-nosed Bat,Murina_fionae,Murina,Vespertilionidae,Chiroptera,Theria
Flores Tube-nosed Bat,Murina_florium,Murina,Vespertilionidae,Chiroptera,Theria
Dusky Tube-nosed Bat,Murina_fusca,Murina,Vespertilionidae,Chiroptera,Theria
Gracile Tube-nosed Bat,Murina_gracilis,Murina,Vespertilionidae,Chiroptera,Theria
Guillen's Tube-nosed Bat,Murina_guilleni,Murina,Vespertilionidae,Chiroptera,Theria
Vietnamese Tube-nosed Bat,Murina_harpioloides,Murina,Vespertilionidae,Chiroptera,Theria
Harrison's Tube-nosed Bat,Murina_harrisoni,Murina,Vespertilionidae,Chiroptera,Theria
Hilgendorf's Tube-nosed Bat,Murina_hilgendorfi,Murina,Vespertilionidae,Chiroptera,Theria
Hkakabo Razi Tube-nosed Bat,Murina_hkakaboraziensis,Murina,Vespertilionidae,Chiroptera,Theria
Hutton's Tube-nosed Bat,Murina_huttonii,Murina,Vespertilionidae,Chiroptera,Theria
Jaintia Tube-nosed Bat,Murina_jaintiana,Murina,Vespertilionidae,Chiroptera,Theria
Jinchu's Tube-nosed Bat,Murina_jinchui,Murina,Vespertilionidae,Chiroptera,Theria
Kon Tum Tube-nosed Bat,Murina_kontumensis,Murina,Vespertilionidae,Chiroptera,Theria
Rufous Tube-nosed Bat,Murina_leucogaster,Murina,Vespertilionidae,Chiroptera,Theria
